Title,Year,Certificate,Duration,Genre,Rating,Metascore,Director,Cast,Votes,Description,Review Count,Review Title,Review,Poster
Life,1972.0,A,104.0,"Horror, Sci-Fi, Thriller",6.6,54.0,Daniel Espinosa,"Jake Gyllenhaal, Rebecca Ferguson, Ryan Reynolds, Hiroyuki Sanada","254,468",A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,808,Good quality sci fi horror,"Just got back from seeing this and I have to say that I thought it was a really good film.I see that RT only has it at 65% and it's being made out to be a cheap Alien clone but I think that is doing it a dis-service. I felt it was intelligently made, set characters and situations well and created a palpable sense of tension. Criticism that it's a blatant re-run of Alien are unjustified. Granted, it's about an alien life form in space but that to me is where the similarity ends.Alien isn't the only scary film set in space that is allowed to be made and if Prometheus is anything to go by, Ridley has no right to be the only person allowed to make sci-fi horror films. It captured well the excitement of discovery, the wonder of space and the precariousness of facing any problems up there.The effects were good, you could see what was going on, there was unease and dread and it kept me thoroughly absorbed and entertained. I don't want to elaborate anymore for fear of giving away spoilers but if you like a bit of tension with your sci-fi, it's worth checking out. Try to avoid the critic reviews if you can as I think going in a little blind will help your enjoyment.","https://m.media-amazon.com/images/M/MV5BMzAwMmQxNTctYjVmYi00MDdlLWEzMWUtOTE5NTRiNDhhNjI2L2ltYWdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
Maleficent,1972.0,U,97.0,"Action, Adventure, Drama",6.9,56.0,Robert Stromberg,"Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville","400,755","A vengeful fairy is driven to curse an infant princess, only to discover that the child could be the one person who can restore peace to their troubled land.",533,Maleficent? More like Magnificent!,"IGNORE THE TRAILER: GO SEE IT!I saw this movie tonight with a friend and it was spectacular. Going in, I was excited as a life-long Disney fan but also expecting a somewhat cheesy good-vs-evil type of movie based on what I had seen in the trailer. I couldn't have been more wrong! Angelina Jolie delivers an amazing performance and makes a well-known, previously rather one- dimensional Disney villain relate-able and more sympathetic, while also managing to look like a convincing, gorgeous, magical creature.The CGI is a tad heavy and a little freaky at times (such as the three coloured pixies/Aunts) but was used, in combination with some amazing sets, to create a fantastic world and creatures which were reminiscent of the beautiful and imaginative work in movies such as ""Hellboy 2"" and ""Pan's Labyrinth"". The effort by the art team here really helps to draw you into Maleficent's world at the beginning of the movie and makes you wish you were a kid growing up with this movie as fodder for your imagination.Although Maleficent's character has been humanised in this re-telling, the story really emphasises that she isn't human at all, and explores the ins and outs of her life and how she relates to the humans she encounters.The plot for this movie really fits into the current trend of exploring the anti-hero (Breaking Bad, Hannibal...) and shows that Disney is trying to break with its past depiction of characters being black and white, good or evil, etc.I feel like I am gushing over this film, but as a Disney classic lover I have been truly impressed by what is sure to be a new favourite with kids and adults equally. I do expect some controversy over parts of the film but I won't discuss those here.","https://m.media-amazon.com/images/M/MV5BMjAwMzAzMzExOF5BMl5BanBnXkFtZTgwOTcwMDA5MTE@._V1_UY209_CR0,0,140,209_AL_.jpg"
Spotlight,1972.0,A,129.0,"Biography, Crime, Drama",8.1,93.0,Tom McCarthy,"Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber","502,824","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",577,One of the greatest horror films of all time,"... because by the time the credits roll and you start to breathe normally again, you will suddenly realize that this was not a horror film as such, this was a re-enactment of events that actually happened, with real victims and real perpetrators and real well-meaning third parties covering up the whole thing as fast as the body count kept piling up.And then you will once again have difficulty catching your breath.As a film it is superb. McCarthy who did double duty as writer and director deserves acknowledgement. The cast is universally excellent. Ruffalo gives the performance of his career, Keaton is solid as a rock, and McAdams reaps overdue dividends from her decision to broaden her career into non-glamorous roles at a time when the only scripts they were sending her were for Diva parts. Smart lady.A reviewer is not supposed to interject personal feelings in a review but I will say without apology that I miss films like these -- films that speak for the injustice in society and offer solutions -- and wish there were more of them. It seems that when I was younger there was a lot more interest in doing the right thing merely because it was the right thing. This no longer seems to be the societal meme, and that troubles me.A must-see.((Designated ""IMDb Top Reviewer."" Please check out my list ""167+ Nearly-Perfect Movies (with the occasional Anime or TV miniseries) you can/should see again and again (1932 to the present))","https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_UY209_CR0,0,140,209_AL_.jpg"
The 355,1972.0,UA,122.0,"Action, Thriller",5.6,40.0,Simon Kinberg,"Jessica Chastain, Pen̩lope Cruz, Bingbing Fan, Diane Kruger","37,880","When a top-secret weapon falls into mercenary hands, a wild-card C.I.A. agent joins forces with three international agents on a mission to retrieve it, while staying a step ahead of a mysterious woman who's tracking their every move.",418,Almost fell asleep,"They did almost everything to kill this movie - a shallow story, a very slow pace, bad directing, flat dialogs, drunk cameraman, music video-like editing.I went to watch this movie because Diane Kruger is a good actress and she acts in good movies and she delivers.But this time something went very wrong. Although Diane Kruger delivers this time too and she is the strongest actor in the movie, the movie itself just doesn't work.The plot has a lot of holes. The pace is very slow, I even almost fell asleep at some point.The dialogs are lateral and don't add to the story.The cameraman's work is just crazy - there might be a single actress in the frame, but she will be slightly out of focus. Extreme close-ups and choppy editing in fight scenes make them unwatchable. It feels like the movie was shot not for an anamorphic frame it is shown because the framing is very weird - a lot of sliced heads. And yes, the jagged drunk-man camera is in its glory.For the female badass agents movie the body doubles substitute is very noticeable in every scene, highlighted with the edits when the actress is replaced with a double, which doesn't help to sell the realism at all.The characters are dull and the story is just very basic and weak.Wait for it to appear on streaming platforms. Don't waste your money on movie tickets.","https://m.media-amazon.com/images/M/MV5BNzk4MDZhNTctMDA3OC00ODdkLWIyOWYtN2M0MzA3MDY5NDk1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
Shaun of the Dead,1972.0,UA,99.0,"Comedy, Horror",7.9,76.0,Edgar Wright,"Simon Pegg, Nick Frost, Kate Ashfield, Lucy Davis","595,001","The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.",917,Instant cult status.,"Shaun of the Dead is quite a surprising and brilliant piece of work which I suspect will achieve the accolade of instant cult status as word of mouth snowballs this film to richly deserved recognition.Simon Pegg, both the joint writer and the main star of the film, has been a comedic force for some time, most notably in the fantastic BBC2 series 'Hippies' (which inexplicably bombed in the ratings) and the cult Channel 4 series 'Spaced'.  Both programs hinted at Pegg's saliently dead pan comedic manner (and writing skills) which comes to full fruition in 'Shaun of the Dead'.In a nut shell, this film is a romantic comedy with zombies (or zom-rom-com) who appear for no good clear reason (although some tantalizing clues are offered).  The film is an amazing blend of the funny, the violent and the poignant.Pegg has cast himself as one hell of a serious loser in this film.  And not in the 'American' form of: 'I am a loser but I work in TV and have Jennifer Aniston as my wife'  kind of loser as portrayed in tripe such as 'Bruce Almighty' or dozens of other US 'loser' films.  Pegg's Shaun is a genuine loser and extremely recognisable too, he's an everyday man who works for an electrical retailer and his life is just plain dull and disappointing - and this is where all the comedy comes from in this film.  There are two scenes in the film which seem to summarise this (and also shine a light of Simon Pegg as a very clever and funny writer) and both scenes simply involve Shaun walking to the nearby corner shop.  The first time Shaun plods semi-comatose to the store we simply get the feeling that he is a loser.  However, by the time the film shows him making the same journey again we realise that there is a lot more going on!  The scene is played with such exquisite subtleness that it has to be one of the funniest scenes I have ever seen in any film! Not that this film is subtle however, there is a stunning array of visual comedy, one liners and (best of all) some digs at other films from the horror genre. The funniest being a very subtle snipe at Boyles `28 days later' - see if you can spot it!The only problem with reviewing this film is that there are so many funny moments in it that it is hard to pick any to write about without spoiling the film.  All I can say is that I cannot remember a film ever being this consistently funny with probably five or six serious laugh-out-loud moments. It was a joy to watch and my only disappointment is that I can never watch this film for the first time ever again - every viewing will forever be a repeat viewing.Shaun of the Dead is not very everyone though - the language from the beginning is strong and the violence was quite surprising for a 15 certificate film (in the UK). This film is definitely going to be most appreciated by horror fans who know a huge back catalogue of horror films. It will also be enjoyed by teenagers (who filled the cinema when I viewed this film which was terrific, as they laughed loudest).  Finally, I do have some criticism of this film and that is there is some wasted talent in the movie.  Black Book's (channel four) star Dylan Moran seemed a bit wasted and so was Martin Freeman (from BBC2's The Office) - who would have made a terrific zombie!  Also, did I spot Matt Lucas (from BBC3's 'Little Britain') in this film? I am not sure as I was laughing too hard maybe!
These problems however are so minor and can easily be forgiven.  My suggestion is to go and slowly shuffle down to your local cinema to see this film and give Simon Pegg the money and recognition he deserves so that he can go on and make more films that are this good including what the UK papers have suggested as his next project - `From Dusk 'Till Shaun'.","https://m.media-amazon.com/images/M/MV5BMTg5Mjk2NDMtZTk0Ny00YTQ0LWIzYWEtMWI5MGQ0Mjg1OTNkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX140_CR0,0,140,209_AL_.jpg"
Pandorum,1972.0,R,108.0,"Action, Horror, Mystery",6.7,28.0,Christian Alvart,"Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue","159,736","Two crew members of a spaceship wake up from hypersleep to discover that all their colleagues are missing. Despite this, it appears that they are not alone.",361,Better than Event Horizon and Ghost Ship combined,"Echoing such luminous sci-fi classics as 2001 and Alien, Pandorum is a terrific psychological thriller, although it does struggle at times to be coherent and original. But it's a true mindbender, and it's packed with action that moves so quickly neither the actors nor the audience can really catch a breath, which is a good move if your plot is shaky to begin with.As with the best deep-space movies, the context is mental illness, what the Professor on Gilligan's Island called, oddly enough, ""island madness."" Only in space. In the distant, distant future, a ship has been sent from the Earth carrying a lot of people, headed to the only Earth-like planet ever found. Sometime during the journey, things go awry. We pick up the story as an astronaut named Bower (Ben Foster) awakens from hypersleep, abruptly; he's soon followed by his commanding officer, Payton (Dennis Quaid). The rest of the crew is gone, and the only door is locked from the outside. What's happened here? Making matters more difficult is the amnesia that each man suffers from, owing to their having been in hypersleep way longer than intended. Somehow, they must piece together what has happened and find out what lies behind that door - and throughout the rest of the gigantic ship.Not only does the movie recall Aliens and 2001, you can also see similarities to The Descent and The Abyss; really, any movie in which people are trapped in claustrophobic environs. And although the pacing is frenetic at times, the movie is really chillingly shot (by Wedigo von Schultzendorff). On the one hand, the plot flows linearly - Bower needs to get to the ship's reactor so he can reboot it and save everyone - meaning that the actors race from scene to scene, running out of time. On the other hand, they don't piece together what's happened as quickly as they might in other, lesser films; they seem to figure things out gradually, as if assembling a puzzle in their heads. Bowers and others - and there are others - discover right away, though, that they're not really alone on the ship and that their enemies are extremely strong and fast and vicious.Injected into this oh-my-goodness-what's-out-there madness is, well, madness. The movie's title is explained as being a sort of mental illness that affects astronauts from time to time, when they just plain go bonkers for seemingly no reason and kill everyone on board. Is that's what's happening here? Is Bower the crazy one? Or is it Payton? Are they, in fact, alone on the ship? Foster is excellent as the hero who remembers a little bit more of their mission as time elapses; Quaid, in turn, shows a few more layers than we're accustomed to seeing from him (he's usually more of a poor man's Harrison Ford). Both actors turn in convincing, full-throated performances that complement, rather than succumb to, the special effects and cinematic wizardry. Often, the effects are the entire show. Now, it's true that you won't see a lot of character development here, as you might in the most cerebral of sci-fi, but what works best here is the paucity of knowledge about the situation and the characters. By spinning the tale gradually, feeding the audience only a snippet at a time, director Christian Alvart dangles the mystery in front of his viewers without allowing them to settle back and solve the mystery on their own. When you're constantly kept on your toes with sudden lurches of unseen shapes and reverberating noises, you - like the befuddled characters - are concurrently kept off balance. The result is an unsettling, entertaining delight.","https://m.media-amazon.com/images/M/MV5BNDQxNjc5NTMxNl5BMl5BanBnXkFtZTcwNjg2NDE4Mg@@._V1_UY209_CR0,0,140,209_AL_.jpg"
Maestro,1972.0,R,129.0,"Biography, Drama, History",6.5,77.0,Bradley Cooper,"Carey Mulligan, Bradley Cooper, Matt Bomer, Vincenzo Amato","61,315",This love story chronicles the lifelong relationship of conductor-composer Leonard Bernstein and actress Felicia Montealegre Cohn Bernstein.,418,"Beautiful to look at, gorgeous music, but no story.","I went to Maestro expecting a film that would chronicle the life of one of America's, if not the world's, great composer/conductors. I've seen Leonard Bernstein many, many times, starting at age 8 when my grandfather took me to Bernstein's music for kids on Saturday mornings at Lincoln Center. I had no idea who he was at the time, only that people called him Lenny. My grandpa took me to meet him and he was spellbinding. I remember him looking right threw me with his expressive eyes.He loved kids and loved to teach them about music. Turns out grandpa and Lenny went to Harvard together, hence I got a personal introduction. Bernstein is the guy that got me hooked on classical music and music in general, but I didn't learn anything about his musical career, his childhood, his years at Harvard, his work in Europe, who inspired him, etc.The making of West Side Story is really interesting (if you know the story) but nothing about it in this film and I mean ""nothing.; We get a tiny glimpse of Candide, but nothing about its composition or insight into the Maestro's process. We get zero insight into his Missa Brevis, perhaps on the highlights of his career.Bradley Cooper blew me away. I've seen Lenny up close many times and I've talked to him a few times. Cooper nailed it, and the scene at St John of the Divine is probably one of the greatest musical scenes ever captured on film. Cooper's conducting is simply amazing. He worked very very hard to capture the speech, mannerisms, and the Bernstein attitude and texture toward music. I cannot speak highly enough of Cooper's performance, but we get so little insight into the musician, and that was so disappointing.Carey Mulligan? Her performance is nothing less than spectacular, in fact all the acting is extraordinary, but it's not a story. The Bernstein children really have nothing to do in this film, and I have no idea why Lenny's sister was included as she has very little to say or do. Overall, a very perplexing film ... not sure what he was going for. In fact, I kept waiting for it to start. The emphasis was all on style, and believe me, it's beautiful to look at.","https://m.media-amazon.com/images/M/MV5BOGI2MzQ1NzQtMmVkOC00ZGI0LWI3YjQtN2FjMzQ1NmRhNzFhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR0,0,140,209_AL_.jpg"
The Devil All the Time,1972.0,18,138.0,"Crime, Drama, Thriller",7.1,55.0,Antonio Campos,"Bill Skarsg̴rd, Tom Holland, Banks Repeta, Emilio Subercaseaux Campos","153,051",Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.,970,I did not expect this.,"Wow. I thought I was in for something else. I didn't think this movie would be in such a high level on artistic grounds. Great story and the director shot with a correct pace which would not bore us. The casting was excellent and all did great. The music is other impressive thing in this movie. I'm happy that Netflix is delivering some content driven good movies nowadays. Overall, I recommend this movie because it's crazy and worth your time.","https://m.media-amazon.com/images/M/MV5BZmE1NmVmN2EtMjZmZC00YzAyLWE4MWEtYjY5YmExMjUxODU1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
The Florida Project,1972.0,A,111.0,Drama,7.6,92.0,Sean Baker,"Brooklynn Prince, Bria Vinaite, Willem Dafoe, Christopher Rivera","128,748","Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",473,Hugely irritating and empty,"Let me start with a positive. I absolutely loved Tangerine, it had soul, it had heart, and above all it had emotion. By the end of the film you seriously cared for the characters.However, this film had the completely opposite effect on me. From the first minute until the last, this was an uncomfortable watch. Not because of the subject matter, but because of the cringe factor. The kids were annoying little brats, the mum was an arsehole who got worse, the friend was an arsehole. The only adult who wasn't one was William Dafoe.Using the kids ad libbed acting as a juxtaposition against the more seedy element of the film just felt like a cheap trick.I thought this was going to be one of best films of the year, its actually one of the worst.","https://m.media-amazon.com/images/M/MV5BMjg4ZmY1MmItMjFjOS00ZTg2LWJjNDYtNDM2YmM2NzhiNmZhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_UY209_CR0,0,140,209_AL_.jpg"
Enemy,1972.0,15+,91.0,"Drama, Mystery, Thriller",6.9,61.0,Denis Villeneuve,"Jake Gyllenhaal, M̩lanie Laurent, Sarah Gadon, Isabella Rossellini","215,713",A man seeks out his exact look-alike after spotting him in a movie.,395,A disturbing psychological thriller,"Enemy is the latest thriller from Canadian director Denis Villeneuve, and it stands as a hybrid mix of David Lynch and David Fincher at their very finest. Enemy follows Adam (Jake Gyllenhaal) on a journey to find his exact lookalike named Anthony, a terrible D-list celebrity. As his investigation deepens, the mystery thickens and he is thrown into a fray way above his head. What works in Enemy is Gyllenhaal's fearless performance as a man who is searching to find who he really is. There are a couple scenes that he has where is truly riveting and it becomes so hard to take your eyes off the screen. It really is an explosive yet very contained performance that I feel needs a lot of recognition. Enemy marks itself as a film about identity and never knowing who you truly are and the pressures of wanting to become something you're not. While it remains as a heavy message, it still makes for a film that almost demands repeat viewings. At 90 minutes even, the film moves and never slows down enough for us to even breathe. Before we can even question what is going on in one scene, Villeneuve throws us another curve ball to contend with. While that may bring confusion to many people, it is very welcoming to a viewer in the mood to do some serious thinking. Anything beyond that, it may garner some negative responses especially if you're not paying close attention. Enemy works well as a psychological thriller, bringing some of the most disturbing images I've seen on screen in recent years. This film is NOT scary, but it is extremely uneasy and very creepy, especially towards the last twenty minutes of the film, which had me holding my breath as we finally discover the truth of what is going on.Overall, this is one hell of a film that really does almost require a second (and possibly a third) viewing. I highly recommend it, especially to fans of David Lynch's Eraserhead. The images are memorable, the performances are very well rounded and this is just a very very well done film.","https://m.media-amazon.com/images/M/MV5BMTQ2NzA5NjE4N15BMl5BanBnXkFtZTgwMjQ4NzMxMTE@._V1_UY209_CR1,0,140,209_AL_.jpg"
