Title,Year,Certificate,Duration,Genre,Rating,Metascore,Director,Cast,Votes,Description,Review Count,Review Title,Review,Poster
The Wicker Man,2016.0,Not Rated,88.0,"Horror, Mystery, Thriller",7.5,87.0,Robin Hardy,"Edward Woodward, Christopher Lee, Diane Cilento, Britt Ekland","92,566","A puritan police sergeant arrives in a Scottish island village in search of a missing girl, who the pagan locals claim never existed.",471,"Creative, entertaining and tragic. A beautiful picture.","ÂThe Wicker Man' follows the story of Sgt. Howie (Edward Woodward) who travels to the Scottish island of Summerisle to investigate the disappearance of a young girl. However, the entire population of the island, including the girl's own mother (Irene Summers), denies that such a girl ever existed and as the righteous Howie investigates further he learns the terrifying truth of Summerisle. Famed for an exceptional yet short performance from the legendary Christopher Lee as Lord Summerisle, ÂThe Wicker Man' is a textbook example of how to create a virtually seamless horror/thriller. Director Robin Hardy at one point thought this low-budget movie would never be made as he was forced to work with a very small budget, a short shooting schedule and a studio on the verge of bankruptcy that was in fact declared bankrupt just a few short months after filming was completed. However, ÂThe Wicker Man' was made and nowadays is accepted as one of the finest horror/thrillers of all-time despite not receiving the praise it so deserved back in the Seventies. ÂThe Wicker Man' was brilliantly written by Anthony Shaffer who chose to add very subtle clues as to what would happen that are made more apparent on further viewings. With the added advantage of obvious research into the pagan rituals ÂThe Wicker Man' sought to portray the movie is left with a chilling feel of realism. An enchanting soundtrack is blended marvellously into ÂThe Wicker Man' which seems to lull the viewer into a false sense of security. Despite the constant foreboding feeling created by the intricate plot and top notch acting, there is a certain playful feeling that is brought about by the elegant soundtrack making it difficult to actually envisage any evil events occuring. One could be forgiven for wondering on a first viewing just where this bizarre little movie is going but the story has a quality about it that can grab the viewer and keep their interest all the way to the bitter and awfully haunting ending. The final scene as the credits roll is an image that is now engrained on my mind with all its emptiness and despair. As the curtain falls on this performance (so to speak) it becomes hard not to question the events leading up to the end and the humanity of these islanders. In some ways ÂThe Wicker Man' is an unsettling history lesson that makes itself seem all too real. Edward Woodward gives a tremendous performance as the increasingly baffled Sgt. Howie. He played his character convincingly and Howie's eventual realisation of what is going on around him is portrayed so well that it adds more realism to the movie. Woodward was able to take a character that may be a figure of loathing in another type of horror movie and make the audience feel empathy towards him. The strong religious beliefs within Howie thoroughly clash with the free-loving pagan society which adds humour and distress at the same time. However, as mentioned before, Christopher Lee somehow stole the show playing the relatively small part of Lord Summerisle. His magnificent onscreen presence seems so powerful that one forgets that he is only in the movie for a short amount of time. Added to this great mix was Britt Ekland as Willow, the beautiful landlord's daughter. Her seductive, nude dance (though a double was apparently used in parts) was one of the most erotic moments in horror and helped to contribute further realism to the movie. The scenes featuring the clashing characters of Howie and Willow are both amusing and tense making for some interesting character interaction. ÂThe Wicker Man' is undoubtedly a cult classic of the horror genre which I recommend to all fans of horror/thrillers. Visually pleasing with some superb acting and direction as well as a fine screenplay. My rating for ÂThe Wicker Man' Â 9/10.","https://m.media-amazon.com/images/M/MV5BMzQ2YWYzOWItYmU4OS00OTgyLWI4M2YtMmQ2ZDc5NzRhNDA5XkEyXkFqcGdeQXVyNDE0OTU3NDY@._V1_UY209_CR0,0,140,209_AL_.jpg"
Dirty Harry,2016.0,A,102.0,"Action, Crime, Thriller",7.7,87.0,Don Siegel,"Clint Eastwood, Clint Eastwood, Andrew Robinson, Harry Guardino, Reni Santoni","168,692","When a man calling himself ""the Scorpio Killer"" menaces San Francisco, tough-as-nails Police Inspector ""Dirty"" Harry Callahan is assigned to track down the crazed psychopath.",344,"""Harry Hates Everybody!""","How radically different cinema history, and our collective consciousness, would have been if Frank Sinatra hadn't injured his hand before shooting started on ""Dirty Harry"".  Sinatra was due to play Harry, but had to withdraw, clearing the way for Clint.  Given Sinatra's unique brand of self-loathing, Harry would have been an uglier personality than Clint made him.  As it is, Lieutenant Callaghan is an ornery anti-liberal cuss of a guy, but he is straight and likeable.  Arguably, it was this characterisation which made Eastwood a megastar.San Francisco in 1971 was ready for stardom itself.  The West Coast love-in scene and the gay 'boom', together with McQueen's ""Bullitt"", raised awareness of San Francisco as an exciting liberal city with a photogenic skyline.  The film's funky score by Lalo Schifrin is perfectly-judged, and spawned numerous imitators.The central narrative concerns a lone nut who is trying to hold the city to ransom.  He starts by murdering citizens to extort money from the mayor, then progresses to kidnapping children.  This plays cleverly on the inchoate anxieties of Middle America, where law-abiding people were puzzled and alarmed at the 'crime wave' and the threat it posed to them and their families.  Crime in the decades before the Kennedy assassination had been compartmentalised by Hollywood.  Gangsters were bad, but they killed other gangsters.  Now the danger was unpredictable, irrational - and solitary. The lone madman was as likely to strike against me or you as against an institution.  Only a single-minded strong man, operating on the fringes of the rules, could combat this new terror.Harry is a paradox.  In one sense, he is an 'outlaw'.  He has little respect for formal authority (in the opening minutes, we see him being rude to the mayor) and he carries a strictly non-regulation monster of a gun. Harry is openly racist and mutinous.  And yet he is also deeply moral.  He conforms to an unarticulated ethical code that is anglosaxon American.  He protects the weak and confronts the wrongdoers, no matter how the odds are stacked against him.  Indeed, the cowardly bureaucrats who will never reward him or promote him are able to exploit his profound decency.  They send him on all the difficult, dirty jobs because they know that his sense of right and wrong won't allow him to walk away.Early in the film, the famous bank robbery scene occurs.  This has become so familiar that it hardly needs elaborating here, but to summarise, Harry foils an armed robbery using icy courage and grim humour - and his magnum handgun.  The special brand of Eastwood humour recurs throughout the story (eg, the suicide jumper and the gay called 'Alice').  White anglosaxon America is encouraged to laugh at the undergroups which supposedly threaten it.When the bad guy 'Scorpio' is cornered, he immediately starts bleating about his civil rights.  This is meant to arouse our fury, because we have seen him callously destroying the lives of others, and here he is exploiting the protection of the state.  To make matters worse, the state agrees with him.  We see the DA and a judge explaining to Harry why the cogent evidence against Scorpio is inadmissible.  Just exactly why the DA would call a meeting with a lowly policeman in order to explain department policy is far from clear, but the scene is  thematically necessary.  Scorpio is using the System against the decent, godfearing people who own it.  The liberal apparatus is skewed if it lets a killer walk away scot-free.There are some illogicalities about the plot.  Such an important event as the cash drop is left to two cops working alone, when in reality there would be a massive covert operation.  When Scorpio beats the rap, there is no public outcry or media storm, and he is allowed to get on with his anonymous existence virtually untroubled.However, this hardly matters since the main thrust of the story is the coming showdown between Harry and the bad guy.  As the climax approaches, Harry drops out of the police operation.  Scorpio is at his manic worst on the hi-jacked school bus, alienating us nicely and suppressing any liberal twitches we may still be feeling.  Then we see Harry, standing as upright and sturdy as the Statue Of Liberty ....","https://m.media-amazon.com/images/M/MV5BMzdhMTM2YTItOWU2YS00MTM0LTgyNDYtMDM1OWM3NzkzNTM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg"
What's Eating Gilbert Grape,2016.0,U,118.0,Drama,7.7,73.0,Lasse HallstrÃ¶m,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen","254,444",A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,367,can you believe Leo is not brain damaged?!,"As many have said, the first time I saw this slice of ""unusual"" life film, I was certain that the actor playing Arnie was mentally handicapped. This was the performance to end all. I have been around mentally challenged people who were the carbon copy of the character that Leonardo portrayed. I do no think that anyone else could have pulled this off without looking ridiculous. Our protagonist, Mr. Johnny Depp did his usual amazing work, but it is the performance by Leo that makes this film a must see. I just saw it again tonight, and was blown away again. Acting schools must have copies of this in their files!! Will always be a Leo fan for this one film alone.","https://m.media-amazon.com/images/M/MV5BY2EyZDlhNjItODYzNi00Mzc3LWJjOWUtMTViODU5MTExZWMyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg"
The Iceman,2016.0,A,106.0,"Biography, Crime, Drama",6.8,60.0,Ariel Vromen,"Michael Shannon, Chris Evans, James Franco, Winona Ryder","79,540","The story of Richard Kuklinski, the notorious contract killer and family man. When he was finally arrested in 1986, neither his wife nor his daughters had any clue about his real profession.",166,Read the book - 'The Iceman' is a woefully underdeveloped disappointment,"Having read Philip Carlo's biography of Richard Kuklinski 'The Ice Man: Confessions of a Mafia Contract Killer', I can say that Ariel Vromen's big screen adaptation 'The Iceman' is a big disappointment. While the author had a habit of repeating himself and some of Richard's recollections seemed rather dubious in places, Carlo's lengthy book was an engrossing read, I enjoyed it very much.The problem with the film is that it's awfully constructed; it's all so terribly rushed. It fails to develop both the narrative and subsequently the character of Richard Kuklinski, glossing over almost everything that made the book such an interesting read. I appreciate that cramming one's life story into a screenplay can be a difficult task, however there are major flaws in the script that could have easily been avoided - the screenplay should've been scrapped and completely rewritten.His unspeakably awful childhood, for instance, is covered with an utterly perfunctory flashback scene that lasts for all of about 15 seconds. This is a fatal mistake, because it was his harrowing formative years that shaped Richard.Stanley Kuklinski, his deeply cruel father, conditioned his son with the daily violence he inflicted upon his whole family. After Stanley dealt Richard's brother Florian a particularly malicious beating, he died from his injuries; the police were told that he fell down a flight of stairs. Richard's mother was also a callous, unpleasant person; despite her zealous religious values she had no qualms about battering her children with a broom handle. Even when Richard sought solitude in the placidity of his local church as an altar boy, nuns would punish him by splitting the skin on his knuckles with the edge of a metal ruler. All of the relentless anguish was compounded by his family's total destitution.When 13-year-old Richard also became the victims of local bullies, it all became too much for him - he beat one of them to death with a pole and discarded his body with brutal efficiency. Kuklinski recalled that it was at this moment that he discovered 'it was better to give than receive'. The passages of Carlo's book that cover his youth make for appalling reading; unfortunately none of this power is to be found in Ariel Vromen's rather boring adaptation.Lacking also are the details of Kuklinski's career. The book recalls Kuklinski's methods of murder, the way he stalked his prey and his utter indifference towards his victims' suffering. Very little of this was explored in the film, we get little more than a brief montage of random people being blown away - it's all so damn rushed and disorganised. Considering what a desperately violent individual Kuklinski was, 'The Iceman' is a rather neutered production. It has none of the visceral qualities that shock you like in 'The Godfather' and 'Goodfellas', mob films that draw you into their brutal world where death is merely 'business'.Not only is the narrative woefully underdeveloped but it's also sheer fiction in many instances. Despite having great dramatic material to work with, Ariel Vromen and Morgan Land decided that their own version of events were better. Even the more faithful scenes have been tweaked and messed about with for no discernible reason. For example, Roy DeMeo didn't introduce Kuklinski to contract killing, he had already had a career with the DeCavalcante New Jersey crime family and had killed scores of people both professionally and privately. It also forgets to depict the savage beatings Richard used to give his wife Barbara and the pernicious effect it had on the family dynamic.As you have probably heard, Michael Shannon is the highlight of the film. Much like the real man, he has a steely reserve and an explosive temper; he also resembles him in both appearance and speech. However, despite his best efforts, Shannon is completely let down by the script. While Shannon is indeed cold and calculated, the film fails to truly capture Kuklinski's aura of menace and particularly his notoriety in Mafiadom.While the performances are fine, 'The Iceman' is quite frankly ruined by total underdevelopment. If I had entered the film with no knowledge of the man, I would have found it a boring, mediocre mob film. But knowing the depth and drama of this tragic figure means that 'The Iceman' is a complete misfire that deserves much more, ideally a remake. The only thing that it successfully achieved was the credibility of its period styling.","https://m.media-amazon.com/images/M/MV5BNDQyMjM5MTc2OF5BMl5BanBnXkFtZTgwMzg1NTMxMjE@._V1_UY209_CR1,0,140,209_AL_.jpg"
Highlander,2016.0,,,"Action, Fantasy, Sci-Fi",,,Chad Stahelski,Henry Cavill,,An immortal Scottish swordsman faces off with other immortal warriors in order to obtain a coveted ability.,0,,,"https://m.media-amazon.com/images/M/MV5BNThlMjM3MjItY2MyMC00MDJhLTkzNzMtYzg4ZWJlNTE3MWZiXkEyXkFqcGdeQXVyMTY0NTk5NDI3._V1_UY209_CR13,0,140,209_AL_.jpg"
The Spiderwick Chronicles,2016.0,U,96.0,"Action, Adventure, Drama",6.5,62.0,Mark Waters,"Freddie Highmore, Sarah Bolger, David Strathairn, Mary-Louise Parker","102,993","Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",121,Comparing to Harry Potter...,"This is being compared to Harry Potter? That is completely ridiculous. Some idiotic critics are saying ""This movie isn't like Harry Potter, therefore, it's terrible"" This movie is an amazing example of a fantasy movie, and one that doesn't cut much out, unlike Harry Potter. This movie has great acting, especially by the dual-part playing Freddie Highmore, who loses his British accent quite convincingly. Also, Sarah Bolger and Mary-Louise Parker do superb jobs with their acting considering it's mostly a four-person cast. (Excluding voice overs) The special effects alone are amazing. If you don't like this movie, you have to admit, the special effects were amazing. If there were a sequel, I would most definitely see it as long as it has the same actors, special effects team, and director.","https://m.media-amazon.com/images/M/MV5BNjJkMjRiZTEtM2VmMi00ZmYzLWI2ZTktYmVhNWZhOTMzNmExXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_UY209_CR0,0,140,209_AL_.jpg"
Hannibal,2016.0,R,131.0,"Crime, Drama, Thriller",6.8,57.0,Ridley Scott,"Anthony Hopkins, Julianne Moore, Gary Oldman, Ray Liotta","293,630","Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim.","1,238",A lot to chew on,"Many people were disappointed or flat-out disgusted by Ridley Scott's follow-up to ""The Silence of the Lambs."" I can certainly understand their disgust, but I preferred this to its Oscar winning predecessor. It had been a long, long time since a movie made me turn from the screen in genuine horror, and I didn't believe it was even possible. ""Hannibal""'s deservedly controversial climax took me by surprise. It may have been revolting (okay, it was very definitely revolting) but so few movies these days have any lasting impact and I appreciate that this one did. And it is, after all, about a cannibal, is it not? At some point in a series of films about a man of Lector's inclinations, we should see him at work. Of course, the horror of the climax is effective because the rest of the film is so good. Hopkins, a little chunkier than the last time we saw him in this role, positively exudes menace especially in his final confrontation with Pazzi (an excellent Giancarlo Giannini whose sad eyes make him the most sympathetic character in the film). Then there's Gary Oldman's Mason Verger who is so contemptible that he never elicits sympathy no matter how he suffered at the hands of Lector. And Julianne Moore is an improvement over Jodie Foster who I have always believed was overrated.
But the best thing about ""Hannibal"" is the atmosphere in which Scott and his team envelop the story. A cloud of dread hangs over this film, and beautiful Florence, Italy, though still beautiful, appears haunted by Lector's very presence in the city.","https://m.media-amazon.com/images/M/MV5BZDMxMjhiZmItNWMxMC00NzYyLWJiOTYtNGYwOTAyYjU5OWY4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg"
The Faculty,2016.0,UA,104.0,"Horror, Mystery, Sci-Fi",6.6,61.0,Robert Rodriguez,"Jordana Brewster, Clea DuVall, Laura Harris, Josh Hartnett","135,364","When Casey Connor, Herrington High School's newspaper photographer, witnesses the murder of a nurse and sees her alive again, he decides to investigate the bizarre happenings.",514,An excellent treatment of a familiar story,"Of course the story told by this film (aliens land in small Mid-West town and start taking over the humans) is very familiar but it is still a great story and this film tells it as well as any of the others (and better than most). There is a lot of humour, many very good action scenes, and some really nail-biting suspense. But what really makes this film special are the main characters: a delightful group of funny and interesting students, who have to cope with the trials of high-school life as well as the demands of defending the Earth against an insidious alien invasion.If you know the other films of Robert Rodriguez (Desperado, From Dusk Till Dawn) you will find another film which displays the same wit and assured lightness of touch that makes this director's work such a pleasure.Great Stuff!","https://m.media-amazon.com/images/M/MV5BZTcwZGNiMWYtMTYwNC00MGVjLWI5OTQtODhkZTU4ZDZjOGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg"
Reality,2016.0,,83.0,Drama,6.7,84.0,Tina Satter,"Sydney Sweeney, Josh Hamilton, MarchÃ¡nt Davis, Benny Elledge","20,891",A former American intelligence specialist was given the longest sentence for the unauthorized release of government information to the media about Russian interference in the 2016 United States elections via an email operation.,83,BORRRING AF,"There was no script, just TRANScript. It was as exciting as listening to an audio recording of an interrogation... which some of this ""film"" actually was.There are solid performances by the actors is about the only positive I can say, other than the editors kept it at less than an hour and a half, which I greatly appreciate!It would have been a better movie if perhaps the subject had any charisma or charm or SOMETHING sympathetic at all. She had security clearance and she was stupid and she deserved what she got.After watching this movie I feel like I wasted 90 minutes that I can never get back.","https://m.media-amazon.com/images/M/MV5BZTYxYmMyOWItZGNiZC00YmU3LThmNGUtZjdlYzhmNjc1N2YxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
Triple Frontier,2016.0,18,125.0,"Action, Thriller",6.5,61.0,J.C. Chandor,"Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund","146,376","Loyalties are tested when five friends and former special forces operatives reunite to take down a South American drug lord, unleashing a chain of unintended consequences.",830,Entertaining but many Holes and Voids,"Overall it was an entertaining movie. Should have been some more back story on the team. The movie needed another shootout with the real cartel instead of a car chase with incompetent kids. There were no cut scenes to show how the cartel reacted to their boss's murder, or money theft. Or what happened to the lady and her brother if they made it to Australia.Biggest hole to me.... hey this is too much weight for the helicopter to get over the Andes. Look there is a jungle. Let's drop two guys off here, and half the money. I'll fly over mountain drop off the other half and two guys. Then I will fly back and retrieve the other half and two guys and regroup.","https://m.media-amazon.com/images/M/MV5BODU4MzM2MDAxMl5BMl5BanBnXkFtZTgwNDEzNjM0NzM@._V1_UY209_CR0,0,140,209_AL_.jpg"
Renfield,2016.0,A,93.0,"Action, Comedy, Fantasy",6.4,53.0,Chris McKay,"Nicholas Hoult, Nicolas Cage, Awkwafina, Ben Schwartz","96,281","Renfield, Dracula's tortured henchman, is forced to capture prey for his master and do his every bidding. But now, after centuries of servitude, Renfield is ready to see if there is a life outside his boss's shadow.",453,A bloody good time,"This film had every good thing going for it to be a surprisingly entertaining and fun popcorn flick. The comedy was spot on, the gore effects were nice and extreme, and all the casting and performances were excellent, especially Cage, who was perfect for the role. I wasn't sure about casting Awkwafina, but her chemistry and character were a great compliment to Nicholas Hoult's character. But the best part of this film, was the nice twist on the over-done Dracula/vampire genre. It was a refreshing and unique twist on a story we've seen done so many times before. My only complaint is that I wanted to see more of Cage in this film. Not sure if it's doable, but this could be a fun new film franchise if they can come up with more films using the same characters - and hopefully see more of Cage at his best.","https://m.media-amazon.com/images/M/MV5BNDIwYjVjMDMtOGYxMy00ZTRiLWE0YzktMjIwYmNhOGE4NGQ4XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX140_CR0,0,140,209_AL_.jpg"
A Time to Kill,2016.0,UA,149.0,"Crime, Drama, Thriller",7.5,53.0,Joel Schumacher,"Matthew McConaughey, Sandra Bullock, Samuel L. Jackson, Kevin Spacey","182,010","In Canton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan.",263,..most people missed the point the movie is not present-day..,"I had to stop reading the commentaries, because some people thought they were attorneys and rambled-on about injustice. My Friends, in the era this film is about, none of the story would be unusual. There are prejudices much worse even now - I was amazed that one person actually compared this wonderful film to ""Crash"": give the world a break!! If ""Crash""...Ugh!...proved anything, is was to reassure EVERYONE racism is still America's cancer.I am from Biloxi, Mississippi - along the Gulf Coast. That city has always been a melting-pot, so many different races live together. In my youth, it was Czechs and other European races. Today, can you believe, it is Vietnamese ! The city has also always been a tourist-area, and always had some form of gambling before it became The Las Vegas of the South - perhaps that has tempered the people there from the state's interior's citizens. Canton - during the '60s - would have been just as it is portrayed in this film.Because of the many TV-courtroom sitcoms, etc., today's population would wonder why there was no strongly-worded assurance the district attorney planned ""to appeal"". What? We are not talking about modern-day justice in this film - Shamefully, this is Mississippi at its worst, and I know about that. We didn't have this kind of racism in Biloxi then, perhaps because African-Americans ""stayed in their place"", a shameful statement if there ever were one. All the foreigners and citizens of other states who are not aware of those days - how can you comment on the film, except to give a critique ? Like many of the people who wrote commentaries, I can watch this film once-a-month. ALL of the cast gave a superb performance; the story did not drag; the places that were filmed were true-to-life; to some folk's surprise, there ARE people who live in the state who do not speak like idiots: people think I'm English!; Mathew Mc was astounding and Sandra Bullock's performance was exactly as it should have been, as an activist ""little rich girl""; Southern gave a true performance of a alcoholic lawyer; Sam Jackson was masterful and expressed the difference in being ""white"" and ""black""; Kevin Stacy's portrayal of a Southern lawyer with all the connections, right on; I can think of no one who wasn't brilliantly cast.Missed by many people who made comments, this film is a statement that today we are brutally MEAN to one another: ""Crash"" re-states this fact, although it is not nearly as poetic. Do I own this film? You betcha!! I'll most likely have to buy another, and it will be money well-spent. Grishom knows how to get our attention, and ""A Time to Kill"" clearly demonstrates all who were involved in its making were determined to keep his story pure. Wake-up, People - many parts of our world are not pretty today......","https://m.media-amazon.com/images/M/MV5BM2U4OThhNTQtN2JmZi00OWY0LThmZjYtMzNhZmExMWM0OTNjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UY209_CR0,0,140,209_AL_.jpg"
Deepwater Horizon,2016.0,UA,107.0,"Action, Drama, History",7.1,68.0,Peter Berg,"Mark Wahlberg, Kurt Russell, Douglas M. Griffin, James DuMont","182,920","A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history.",255,Everyone at the Rig SIte have the right to STOP THE JOB,"I am an engineer working offshore in North Sea. I have seen the movie this evening in UK. Is really a good movie, congratulations to all involved you done a great job showing a little bit of ''life in offshore rig''. Looks like in this movie is BP fault but in real world at the rig site everyone has the right to STOP THE JOB if something is wrong or something is going on against the procedures. I have work before in BP rigs in North Sea and I stop the job when I wasn't happy with what is going on I had all the support from the Service Company that I am working for and also BP company understood my concerns. If you are a engineer, roughneck, derrick-man or whatever you are at Rig Site if you think that something is going wrong and against the procedures STOP THE JOB. I do it and I will do again better to lose my job than to see people dying.(Thanks for reading my review)","https://m.media-amazon.com/images/M/MV5BOTEzNDU0OTgxM15BMl5BanBnXkFtZTgwNjA0ODM2OTE@._V1_UY209_CR0,0,140,209_AL_.jpg"
Io capitano,2016.0,,121.0,Drama,7.6,79.0,Matteo Garrone,"Seydou Sarr, Moustapha Fall, Issaka Sawadogo, Hichem Yacoubi","10,537","A Homeric fairy tale that tells the adventurous journey of two young boys, Seydou and Moussa, who leave Dakar to reach Europe.",35,Misleading information about Libya,"I really enjoyed the movie and most of it is accurate. However, the bad rating is because as a Libyan I haven't seen or heard that illegal African immigrants are taking over as hostages or used as slavery.Yes there're illegal smugglers but the government is trying hard to fight it, and wrong information spread globally about Libya could have a really bad influence politically and economically.The movie should show what illegal immigrants will be facing in Europe as well, instead of showing the happy ending.The journey it's just started I guess so I'm waiting for part two to see the full idea.","https://m.media-amazon.com/images/M/MV5BM2IxNjg4MmQtNmJmMi00MjNlLWFlMjAtMzI4M2FkNTFjMTU1XkEyXkFqcGdeQXVyMjUzMTYzMDI@._V1_UY209_CR1,0,140,209_AL_.jpg"
Escape from Germany,2016.0,PG,97.0,"Drama, History, War",7.3,,T.C. Christensen,"Sebastian Barr, Joseph Batzel, Ischa Bee, Pamela Beheshti",169,"1939, Hitler's army was closing borders, and eighty-five American missionaries were in Germany serving their church. The escape of these missionaries from Nazi Germany is one of the most dramatic events to occur in modern church history.",9,A True Story movingly and compellingly told,"This film is beautifully made, moving, and remarkably revealing about events leading up to World War II. It is based on careful research about real events, yet at the same time tells an almost unbelievably powerful story. The closing credits were one of my favorite parts of the film: we see photos of the real people who are portrayed in the film, along with information that confirms the veracity of the story we have seen while extending that story beyond what the film portrays. The issues dealt with are thought provoking and chillingly relevant, including the plight of refugees, racial and religious prejudice, and the abuse of government power. But we also see the power of goodness in so many who are willing to risk their own safety to help and protect others.","https://m.media-amazon.com/images/M/MV5BMzk2ZWJmYTItY2FlNy00MjU4LWFkODQtOThkZWZhYjYwMGY2XkEyXkFqcGdeQXVyMTc0NDA3OTA2._V1_UY209_CR0,0,140,209_AL_.jpg"
The New Mutants,2016.0,A,94.0,"Action, Horror, Mystery",5.3,43.0,Josh Boone,"Maisie Williams, Anya Taylor-Joy, Charlie Heaton, Alice Braga","89,795","Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.","1,228",67.000.000 $ for this crap?!,"67.000.000 $ for this crap?! For this money we could shoot 100 movies, and at least 5 of them would be great.","https://m.media-amazon.com/images/M/MV5BZDQ2NTdmNDgtMGIwMS00ODE2LTk5M2EtZGZhYzc4MWRlNTU3XkEyXkFqcGdeQXVyNTc4MjczMTM@._V1_UY209_CR0,0,140,209_AL_.jpg"
This Is Where I Leave You,2016.0,R,103.0,"Comedy, Drama",6.6,44.0,Shawn Levy,"Jason Bateman, Tina Fey, Jane Fonda, Adam Driver","89,405","After their father passes away, four grown siblings are forced to return to their childhood home and live under the same roof for a week, along with their over-sharing mother and an assortment of spouses, exes, and might-have-beens.",202,Brilliant and Visceral,"What a great film.Ignore previous reviews. How people can ignore the realities of psychotic family behavior is beyond me. This film smartly peels the layers and transparently reveals all about people running astray with their lives and emotions. It captures how families really are or maybe should be. Americans are all too good at bottling and hiding their real feelings and the result is vapid soullessness. Not with this film. It displays like European honesty ensuring every word drips viscerally from their tongues until the effects are felt. So reassuring in a country gone soft and dull. Amazing performances, sharply written and wildly funny, this film will pull tears, smiles and laughs.","https://m.media-amazon.com/images/M/MV5BMjkzNzQ2NDMyNl5BMl5BanBnXkFtZTgwMTY3MTcxMjE@._V1_UY209_CR0,0,140,209_AL_.jpg"
